user_id,recency_days,frequency,monetary_inr,r_score,f_score,m_score,rfm_score,segment
134026,4,32,22535.91,3,4,4,11,Power Users
134027,8,4,1098.3600000000001,2,2,1,5,Casual / New
134029,3,12,5039.52,3,3,3,9,Power Users
134030,2,2,1827.68,3,1,2,6,Casual / New
134031,2,17,7408.84,3,3,3,9,Power Users
134032,16,2,965.4499999999999,2,1,1,4,Casual / New
134033,12,3,840.14,2,2,1,5,Casual / New
134035,0,19,10726.16,4,3,3,10,Power Users
134037,2,13,5014.83,3,3,3,9,Power Users
134038,2,17,8848.07,3,3,3,9,Power Users
134041,23,2,304.99,2,1,1,4,Casual / New
134042,6,9,4692.0599999999995,3,3,3,9,Power Users
134045,0,26,17857.69,4,4,4,12,Power Users
134046,10,1,581.34,2,1,1,4,Casual / New
134050,14,1,346.34,2,1,1,4,Casual / New
134051,8,13,6516.21,2,3,3,8,"At-Risk (was frequent, going quiet)"
134056,21,1,270.05,2,1,1,4,Casual / New
134058,41,1,172.2,1,1,1,3,Dormant / Churned
134060,0,42,26222.16,4,4,4,12,Power Users
134061,5,5,2963.72,3,2,2,7,Regular Users
134063,2,5,1820.7199999999998,3,2,2,7,Regular Users
134065,13,2,1779.1100000000001,2,1,2,5,Casual / New
134068,24,3,1127.3500000000001,2,2,1,5,Casual / New
134069,33,1,428.44,1,1,1,3,Dormant / Churned
134071,1,25,14821.48,4,4,4,12,Power Users
134074,4,17,8890.48,3,3,3,9,Power Users
134075,1,3,1597.1100000000001,4,2,2,8,Regular Users
134078,21,1,133.57,2,1,1,4,Casual / New
134079,0,11,7906.78,4,3,3,10,Power Users
134083,2,13,5005.13,3,3,3,9,Power Users
134084,1,36,16267.43,4,4,4,12,Power Users
134086,47,1,1130.51,1,1,1,3,Dormant / Churned
134090,29,1,444.24,2,1,1,4,Casual / New
134091,41,3,1858.3500000000001,1,2,2,5,Dormant / Churned
134092,21,1,454.2,2,1,1,4,Casual / New
134093,0,20,10026.77,4,3,3,10,Power Users
134096,17,4,1760.97,2,2,2,6,Casual / New
134097,2,7,3978.58,3,2,2,7,Regular Users
134099,23,1,325.24,2,1,1,4,Casual / New
134103,3,13,6942.14,3,3,3,9,Power Users
134104,2,31,21878.58,3,4,4,11,Power Users
134107,8,7,4372.8099999999995,2,2,3,7,Casual / New
134110,4,14,8740.82,3,3,3,9,Power Users
134111,0,12,7351.95,4,3,3,10,Power Users
134112,22,14,5889.8099999999995,2,3,3,8,"At-Risk (was frequent, going quiet)"
134113,2,9,5097.1900000000005,3,3,3,9,Power Users
134115,0,31,10994.67,4,4,3,11,Power Users
134123,0,34,17620.33,4,4,4,12,Power Users
134126,37,2,631.51,1,1,1,3,Dormant / Churned
134129,1,15,13296.53,4,3,4,11,Power Users
134133,19,1,126.66,2,1,1,4,Casual / New
134135,6,23,11117.81,3,3,3,9,Power Users
134137,3,13,5501.94,3,3,3,9,Power Users
134142,1,21,13225.45,4,3,3,10,Power Users
134144,2,7,4480.8,3,2,3,8,Regular Users
134145,6,11,4739.51,3,3,3,9,Power Users
134147,0,12,5134.76,4,3,3,10,Power Users
134150,0,11,6201.969999999999,4,3,3,10,Power Users
134152,33,1,228.24,1,1,1,3,Dormant / Churned
134155,3,37,15888.61,3,4,4,11,Power Users
134157,0,9,3764.58,4,3,2,9,Regular Users
134160,11,3,2697.2,2,2,2,6,Casual / New
134162,0,12,4283.57,4,3,3,10,Power Users
134163,4,3,2510.7,3,2,2,7,Regular Users
134165,7,4,2582.4100000000003,2,2,2,6,Casual / New
134167,21,2,1087.96,2,1,1,4,Casual / New
134169,1,6,2788.16,4,2,2,8,Regular Users
134170,0,23,12748.81,4,3,3,10,Power Users
134171,2,6,3056.54,3,2,2,7,Regular Users
134173,0,39,26368.21,4,4,4,12,Power Users
134174,6,1,81.46,3,1,1,5,Casual / New
134175,10,10,7474.0199999999995,2,3,3,8,"At-Risk (was frequent, going quiet)"
134181,0,17,7411.1,4,3,3,10,Power Users
134183,19,1,257.61,2,1,1,4,Casual / New
134184,1,17,8661.51,4,3,3,10,Power Users
134185,0,15,6699.47,4,3,3,10,Power Users
134186,1,12,9752.14,4,3,3,10,Power Users
134188,0,28,15747.49,4,4,4,12,Power Users
134189,1,20,11186.72,4,3,3,10,Power Users
134192,6,10,5919.7300000000005,3,3,3,9,Power Users
134193,2,6,3147.42,3,2,2,7,Regular Users
134194,14,6,1921.51,2,2,2,6,Casual / New
134195,20,2,584.77,2,1,1,4,Casual / New
134196,3,3,4031.5299999999997,3,2,2,7,Regular Users
134200,7,10,4222.33,2,3,2,7,"At-Risk (was frequent, going quiet)"
134205,4,3,3248.77,3,2,2,7,Regular Users
134208,2,17,8389.92,3,3,3,9,Power Users
134215,0,10,3600.3,4,3,2,9,Regular Users
134216,5,22,8987.15,3,3,3,9,Power Users
134217,3,2,933.18,3,1,1,5,Casual / New
134220,0,36,15523.75,4,4,4,12,Power Users
134221,2,28,16343.76,3,4,4,11,Power Users
134222,22,23,8976.08,2,3,3,8,"At-Risk (was frequent, going quiet)"
134225,2,4,2047.6200000000001,3,2,2,7,Regular Users
134229,28,1,640.02,2,1,1,4,Casual / New
134230,2,36,21418.32,3,4,4,11,Power Users
134231,3,14,7015.88,3,3,3,9,Power Users
134233,2,9,3965.29,3,3,2,8,Regular Users
134234,1,4,1623.18,4,2,2,8,Regular Users
134236,6,2,1681.25,3,1,2,6,Casual / New
134237,21,3,658.6,2,2,1,5,Casual / New
134239,3,10,3529.52,3,3,2,8,Regular Users
134243,0,29,8575.94,4,4,3,11,Power Users
134251,4,13,9650.1,3,3,3,9,Power Users
134252,1,13,6066.23,4,3,3,10,Power Users
134256,7,15,12159.85,2,3,3,8,"At-Risk (was frequent, going quiet)"
134257,5,13,4585.4,3,3,3,9,Power Users
134258,29,1,127.07,2,1,1,4,Casual / New
134260,13,1,67.07,2,1,1,4,Casual / New
134262,6,13,6459.72,3,3,3,9,Power Users
134264,13,1,242.13,2,1,1,4,Casual / New
134267,3,10,5168.04,3,3,3,9,Power Users
134268,26,1,664.78,2,1,1,4,Casual / New
134269,9,13,7308.73,2,3,3,8,"At-Risk (was frequent, going quiet)"
134271,2,2,554.01,3,1,1,5,Casual / New
134273,41,1,1852.57,1,1,2,4,Dormant / Churned
134278,20,5,905.5600000000001,2,2,1,5,Casual / New
134281,1,15,11976.64,4,3,3,10,Power Users
134282,2,11,5961.63,3,3,3,9,Power Users
134283,3,3,3410.57,3,2,2,7,Regular Users
134284,3,26,12867.01,3,4,3,10,Power Users
134287,36,1,4182.27,1,1,2,4,Dormant / Churned
134288,2,12,5288.61,3,3,3,9,Power Users
134290,2,4,1726.57,3,2,2,7,Regular Users
134292,0,37,24206.47,4,4,4,12,Power Users
134295,45,1,896.69,1,1,1,3,Dormant / Churned
134305,16,6,3823.74,2,2,2,6,Casual / New
134307,43,1,304.75,1,1,1,3,Dormant / Churned
134308,0,21,10916.43,4,3,3,10,Power Users
134310,14,3,964.1800000000001,2,2,1,5,Casual / New
134312,36,1,816.21,1,1,1,3,Dormant / Churned
134313,0,27,8858.48,4,4,3,11,Power Users
134316,0,10,5077.08,4,3,3,10,Power Users
134317,16,3,1244.13,2,2,1,5,Casual / New
134319,5,2,484.1,3,1,1,5,Casual / New
134320,26,1,1231.0,2,1,1,4,Casual / New
134321,16,11,6428.05,2,3,3,8,"At-Risk (was frequent, going quiet)"
134323,4,3,751.99,3,2,1,6,Regular Users
134324,3,17,10489.3,3,3,3,9,Power Users
134327,12,1,193.7,2,1,1,4,Casual / New
134328,1,48,30995.07,4,4,4,12,Power Users
134331,7,18,11455.369999999999,2,3,3,8,"At-Risk (was frequent, going quiet)"
134332,1,8,4916.23,4,3,3,10,Power Users
134333,17,16,7478.28,2,3,3,8,"At-Risk (was frequent, going quiet)"
134336,26,1,47.11,2,1,1,4,Casual / New
134338,35,1,283.44,1,1,1,3,Dormant / Churned
134339,1,10,5013.35,4,3,3,10,Power Users
134340,0,2,1896.19,4,1,2,7,Casual / New
134342,3,3,3250.11,3,2,2,7,Regular Users
134343,4,3,797.6899999999999,3,2,1,6,Regular Users
134345,9,4,2307.5699999999997,2,2,2,6,Casual / New
134348,0,12,3297.93,4,3,2,9,Regular Users
134350,1,10,4011.0299999999997,4,3,2,9,Regular Users
134351,13,2,212.99,2,1,1,4,Casual / New
134352,0,13,6471.1,4,3,3,10,Power Users
134353,28,4,1645.26,2,2,2,6,Casual / New
134357,6,17,8714.81,3,3,3,9,Power Users
134358,25,5,3752.3,2,2,2,6,Casual / New
134359,31,1,679.34,1,1,1,3,Dormant / Churned
134360,3,7,3343.98,3,2,2,7,Regular Users
134361,3,14,7769.27,3,3,3,9,Power Users
134364,6,6,2494.43,3,2,2,7,Regular Users
134366,16,2,830.03,2,1,1,4,Casual / New
134367,2,16,11597.07,3,3,3,9,Power Users
134368,26,2,1277.91,2,1,2,5,Casual / New
134369,33,1,76.83,1,1,1,3,Dormant / Churned
134372,8,11,4198.48,2,3,2,7,"At-Risk (was frequent, going quiet)"
134373,0,25,20109.11,4,4,4,12,Power Users
134375,1,6,2491.59,4,2,2,8,Regular Users
134376,0,5,2447.6499999999996,4,2,2,8,Regular Users
134378,0,18,10194.12,4,3,3,10,Power Users
134380,17,3,1107.94,2,2,1,5,Casual / New
134381,0,2,985.49,4,1,1,6,Casual / New
134382,12,11,6619.58,2,3,3,8,"At-Risk (was frequent, going quiet)"
134385,41,1,325.79,1,1,1,3,Dormant / Churned
134386,28,1,370.39,2,1,1,4,Casual / New
134390,6,18,8419.63,3,3,3,9,Power Users
134391,0,13,5972.54,4,3,3,10,Power Users
134392,33,1,1002.17,1,1,1,3,Dormant / Churned
134395,8,12,5626.26,2,3,3,8,"At-Risk (was frequent, going quiet)"
134398,30,1,196.67,2,1,1,4,Casual / New
134399,1,10,6436.06,4,3,3,10,Power Users
134402,1,15,5462.03,4,3,3,10,Power Users
134403,39,1,1040.94,1,1,1,3,Dormant / Churned
134406,5,13,10201.6,3,3,3,9,Power Users
134408,6,9,6913.51,3,3,3,9,Power Users
134409,44,1,317.62,1,1,1,3,Dormant / Churned
134411,1,18,10577.29,4,3,3,10,Power Users
134414,21,1,110.98,2,1,1,4,Casual / New
134415,1,3,1108.8,4,2,1,7,Regular Users
134421,1,14,7443.2300000000005,4,3,3,10,Power Users
134423,0,7,2586.1099999999997,4,2,2,8,Regular Users
134425,44,1,929.87,1,1,1,3,Dormant / Churned
134426,1,27,10419.51,4,4,3,11,Power Users
134430,0,16,7741.33,4,3,3,10,Power Users
134431,3,24,12290.32,3,3,3,9,Power Users
134432,13,5,2482.84,2,2,2,6,Casual / New
134434,0,38,22864.899999999998,4,4,4,12,Power Users
134435,2,10,5078.66,3,3,3,9,Power Users
134436,6,12,5367.2699999999995,3,3,3,9,Power Users
134437,25,1,798.45,2,1,1,4,Casual / New
134438,1,20,7416.09,4,3,3,10,Power Users
134439,2,10,3594.69,3,3,2,8,Regular Users
134446,0,12,6455.86,4,3,3,10,Power Users
134449,0,5,3774.14,4,2,2,8,Regular Users
134450,5,29,17779.21,3,4,4,11,Power Users
134451,4,11,3349.99,3,3,2,8,Regular Users
134454,8,5,4500.85,2,2,3,7,Casual / New
134457,4,17,6937.8,3,3,3,9,Power Users
134466,8,3,679.3,2,2,1,5,Casual / New
134467,3,31,12530.1,3,4,3,10,Power Users
134469,2,14,4609.94,3,3,3,9,Power Users
134471,8,13,9567.109999999999,2,3,3,8,"At-Risk (was frequent, going quiet)"
134474,42,1,1303.66,1,1,2,4,Dormant / Churned
134475,33,1,105.44,1,1,1,3,Dormant / Churned
134476,0,33,14372.3,4,4,4,12,Power Users
134479,3,27,17522.95,3,4,4,11,Power Users
134480,2,2,384.86,3,1,1,5,Casual / New
134481,20,5,5363.0,2,2,3,7,Casual / New
134485,11,10,12881.79,2,3,3,8,"At-Risk (was frequent, going quiet)"
134487,6,18,6981.86,3,3,3,9,Power Users
134488,8,7,3859.46,2,2,2,6,Casual / New
134489,17,1,1205.96,2,1,1,4,Casual / New
134494,42,1,152.97,1,1,1,3,Dormant / Churned
134495,0,11,4279.55,4,3,2,9,Regular Users
134496,33,2,272.99,1,1,1,3,Dormant / Churned
134499,0,19,9564.17,4,3,3,10,Power Users
134502,2,17,6589.71,3,3,3,9,Power Users
134503,9,5,2081.95,2,2,2,6,Casual / New
134505,28,1,197.19,2,1,1,4,Casual / New
134508,36,1,130.23,1,1,1,3,Dormant / Churned
134511,2,5,1873.19,3,2,2,7,Regular Users
134512,8,3,1203.06,2,2,1,5,Casual / New
134514,38,1,97.9,1,1,1,3,Dormant / Churned
134516,25,1,470.79,2,1,1,4,Casual / New
134517,2,9,4011.58,3,3,2,8,Regular Users
134518,9,6,3208.44,2,2,2,6,Casual / New
134519,4,8,2765.42,3,3,2,8,Regular Users
134522,35,1,1308.03,1,1,2,4,Dormant / Churned
134526,3,7,2490.9300000000003,3,2,2,7,Regular Users
134530,2,5,908.6999999999999,3,2,1,6,Regular Users
134531,0,9,3333.33,4,3,2,9,Regular Users
134532,3,6,2323.28,3,2,2,7,Regular Users
134534,39,1,229.24,1,1,1,3,Dormant / Churned
134538,2,15,13506.73,3,3,4,10,Power Users
134543,1,9,6333.030000000001,4,3,3,10,Power Users
134544,1,13,6584.17,4,3,3,10,Power Users
134546,6,5,5206.33,3,2,3,8,Regular Users
134548,33,1,157.21,1,1,1,3,Dormant / Churned
134549,0,29,12366.33,4,4,3,11,Power Users
134551,1,8,3150.75,4,3,2,9,Regular Users
134553,18,4,2001.17,2,2,2,6,Casual / New
134554,19,3,1253.92,2,2,1,5,Casual / New
134555,29,2,641.19,2,1,1,4,Casual / New
134559,31,2,1571.6200000000001,1,1,2,4,Dormant / Churned
134560,0,18,6435.83,4,3,3,10,Power Users
134561,1,19,7144.55,4,3,3,10,Power Users
134566,0,11,4396.06,4,3,3,10,Power Users
134569,2,37,18400.23,3,4,4,11,Power Users
134571,20,2,477.17999999999995,2,1,1,4,Casual / New
134577,40,2,419.4,1,1,1,3,Dormant / Churned
134578,26,21,13721.18,2,3,4,9,"At-Risk (was frequent, going quiet)"
134582,10,1,185.03,2,1,1,4,Casual / New
134583,32,2,202.16000000000003,1,1,1,3,Dormant / Churned
134585,1,14,6251.32,4,3,3,10,Power Users
134587,0,4,1728.44,4,2,2,8,Regular Users
134588,36,2,1124.8200000000002,1,1,1,3,Dormant / Churned
134591,24,1,703.23,2,1,1,4,Casual / New
134593,0,20,9970.01,4,3,3,10,Power Users
134594,19,1,244.69,2,1,1,4,Casual / New
134595,0,26,12978.16,4,4,3,11,Power Users
134596,22,1,668.22,2,1,1,4,Casual / New
134597,28,6,2433.5299999999997,2,2,2,6,Casual / New
134600,4,13,5349.15,3,3,3,9,Power Users
134601,3,7,1786.86,3,2,2,7,Regular Users
134602,27,3,566.51,2,2,1,5,Casual / New
134603,6,9,4664.88,3,3,3,9,Power Users
134606,0,36,21721.19,4,4,4,12,Power Users
134607,10,2,332.65,2,1,1,4,Casual / New
134608,9,3,2068.3199999999997,2,2,2,6,Casual / New
134609,12,7,2692.1,2,2,2,6,Casual / New
134610,0,27,14547.08,4,4,4,12,Power Users
134613,0,35,21731.8,4,4,4,12,Power Users
134614,1,6,1732.21,4,2,2,8,Regular Users
134617,12,2,1135.34,2,1,1,4,Casual / New
134619,8,5,3219.7,2,2,2,6,Casual / New
134620,2,3,1224.93,3,2,1,6,Regular Users
134621,31,2,731.3199999999999,1,1,1,3,Dormant / Churned
134626,1,20,11730.54,4,3,3,10,Power Users
134627,1,30,13090.67,4,4,3,11,Power Users
134628,33,1,656.89,1,1,1,3,Dormant / Churned
134634,6,12,6146.2699999999995,3,3,3,9,Power Users
134637,2,19,11062.18,3,3,3,9,Power Users
134644,27,1,180.86,2,1,1,4,Casual / New
134645,3,5,3465.8199999999997,3,2,2,7,Regular Users
134646,31,1,321.3,1,1,1,3,Dormant / Churned
134648,0,16,18077.83,4,3,4,11,Power Users
134649,10,5,2370.07,2,2,2,6,Casual / New
134652,0,16,8295.95,4,3,3,10,Power Users
134654,1,12,5596.19,4,3,3,10,Power Users
134656,0,33,21681.510000000002,4,4,4,12,Power Users
134657,0,2,316.05,4,1,1,6,Casual / New
134665,29,1,160.59,2,1,1,4,Casual / New
134672,0,8,3338.88,4,3,2,9,Regular Users
134674,0,36,18054.03,4,4,4,12,Power Users
134675,3,23,13104.59,3,3,3,9,Power Users
134677,1,38,19044.94,4,4,4,12,Power Users
134678,0,3,772.33,4,2,1,7,Regular Users
134680,1,11,5252.04,4,3,3,10,Power Users
134681,2,17,9365.42,3,3,3,9,Power Users
134687,5,15,7182.55,3,3,3,9,Power Users
134690,15,3,12207.08,2,2,3,7,Casual / New
134691,27,1,695.52,2,1,1,4,Casual / New
134692,3,15,7733.450000000001,3,3,3,9,Power Users
134693,13,2,508.96,2,1,1,4,Casual / New
134694,25,1,1799.94,2,1,2,5,Casual / New
134697,0,33,22439.45,4,4,4,12,Power Users
134699,7,2,576.49,2,1,1,4,Casual / New
134701,2,14,6267.88,3,3,3,9,Power Users
134709,28,1,420.29,2,1,1,4,Casual / New
134710,6,1,903.92,3,1,1,5,Casual / New
134713,2,7,7297.219999999999,3,2,3,8,Regular Users
134716,4,5,2619.8199999999997,3,2,2,7,Regular Users
134717,0,13,6785.86,4,3,3,10,Power Users
134722,3,14,5144.23,3,3,3,9,Power Users
134724,9,4,1286.04,2,2,2,6,Casual / New
134727,1,29,14979.05,4,4,4,12,Power Users
134730,5,25,19374.64,3,4,4,11,Power Users
134731,0,16,9181.86,4,3,3,10,Power Users
134733,19,3,1369.4099999999999,2,2,2,6,Casual / New
134734,3,29,15658.3,3,4,4,11,Power Users
134735,7,1,214.65,2,1,1,4,Casual / New
134736,1,39,23139.920000000002,4,4,4,12,Power Users
134737,19,2,1151.33,2,1,1,4,Casual / New
134740,22,1,174.31,2,1,1,4,Casual / New
134741,34,1,699.26,1,1,1,3,Dormant / Churned
134743,12,5,4539.59,2,2,3,7,Casual / New
134744,3,28,17031.38,3,4,4,11,Power Users
134748,14,1,145.45,2,1,1,4,Casual / New
134750,2,34,16418.67,3,4,4,11,Power Users
134751,3,4,2410.37,3,2,2,7,Regular Users
134752,18,1,594.92,2,1,1,4,Casual / New
134757,16,3,980.26,2,2,1,5,Casual / New
134758,2,9,5669.72,3,3,3,9,Power Users
134759,1,45,30327.35,4,4,4,12,Power Users
134761,8,16,8527.41,2,3,3,8,"At-Risk (was frequent, going quiet)"
134764,24,1,491.46,2,1,1,4,Casual / New
134765,28,1,248.71,2,1,1,4,Casual / New
134766,16,7,2838.57,2,2,2,6,Casual / New
134773,12,1,138.31,2,1,1,4,Casual / New
134774,24,1,22.02,2,1,1,4,Casual / New
134775,9,3,964.27,2,2,1,5,Casual / New
134776,2,5,2723.6000000000004,3,2,2,7,Regular Users
134777,11,2,1405.28,2,1,2,5,Casual / New
134778,3,25,13772.24,3,4,4,11,Power Users
134779,4,32,16657.36,3,4,4,11,Power Users
134782,3,5,1212.22,3,2,1,6,Regular Users
134783,2,10,4804.23,3,3,3,9,Power Users
134784,7,4,2912.8799999999997,2,2,2,6,Casual / New
134785,13,22,7750.77,2,3,3,8,"At-Risk (was frequent, going quiet)"
134786,1,12,7573.43,4,3,3,10,Power Users
134788,1,41,20566.14,4,4,4,12,Power Users
134789,0,38,18317.63,4,4,4,12,Power Users
134791,14,5,4231.25,2,2,2,6,Casual / New
134792,2,12,9281.21,3,3,3,9,Power Users
134793,0,23,14281.69,4,3,4,11,Power Users
134795,3,15,15973.61,3,3,4,10,Power Users
134800,0,29,13728.05,4,4,4,12,Power Users
134802,10,3,1283.3799999999999,2,2,2,6,Casual / New
134807,1,11,4631.72,4,3,3,10,Power Users
134809,1,38,21956.37,4,4,4,12,Power Users
134813,3,5,2446.0,3,2,2,7,Regular Users
134815,0,14,11518.789999999999,4,3,3,10,Power Users
134819,0,14,10745.14,4,3,3,10,Power Users
134823,2,17,13147.710000000001,3,3,3,9,Power Users
134824,1,2,390.57,4,1,1,6,Casual / New
134825,24,4,5025.080000000001,2,2,3,7,Casual / New
134827,1,14,4749.4400000000005,4,3,3,10,Power Users
134828,0,7,5725.45,4,2,3,9,Regular Users
134829,1,38,18620.79,4,4,4,12,Power Users
134831,26,1,793.94,2,1,1,4,Casual / New
134834,0,35,20250.46,4,4,4,12,Power Users
134841,1,43,20759.16,4,4,4,12,Power Users
134843,11,2,1295.09,2,1,2,5,Casual / New
134844,1,30,11375.42,4,4,3,11,Power Users
134846,5,37,23782.92,3,4,4,11,Power Users
134847,0,18,10479.8,4,3,3,10,Power Users
134850,3,4,1599.59,3,2,2,7,Regular Users
134851,32,2,496.58,1,1,1,3,Dormant / Churned
134854,0,14,8831.58,4,3,3,10,Power Users
134857,7,6,3227.5799999999995,2,2,2,6,Casual / New
134858,2,15,6482.14,3,3,3,9,Power Users
134861,0,22,13049.74,4,3,3,10,Power Users
134863,32,1,518.27,1,1,1,3,Dormant / Churned
134864,14,5,1683.6399999999999,2,2,2,6,Casual / New
134868,3,5,7858.3,3,2,3,8,Regular Users
134869,1,18,10615.4,4,3,3,10,Power Users
134873,18,3,2135.32,2,2,2,6,Casual / New
134874,4,27,23410.09,3,4,4,11,Power Users
134875,3,13,8879.0,3,3,3,9,Power Users
134877,4,5,2188.09,3,2,2,7,Regular Users
134880,21,3,783.05,2,2,1,5,Casual / New
134881,34,1,184.13,1,1,1,3,Dormant / Churned
134882,12,1,72.45,2,1,1,4,Casual / New
134884,4,9,5653.43,3,3,3,9,Power Users
134886,3,8,3586.4900000000002,3,3,2,8,Regular Users
134887,26,1,801.77,2,1,1,4,Casual / New
134889,13,1,525.99,2,1,1,4,Casual / New
134890,2,6,4490.09,3,2,3,8,Regular Users
134895,9,7,1874.69,2,2,2,6,Casual / New
134896,20,4,1206.62,2,2,1,5,Casual / New
134898,3,25,14783.94,3,4,4,11,Power Users
134899,38,1,1854.91,1,1,2,4,Dormant / Churned
134900,40,1,144.9,1,1,1,3,Dormant / Churned
134901,8,7,2968.5299999999997,2,2,2,6,Casual / New
134902,0,35,20842.760000000002,4,4,4,12,Power Users
134905,37,1,467.66,1,1,1,3,Dormant / Churned
134909,5,9,6005.7300000000005,3,3,3,9,Power Users
134913,41,1,1292.09,1,1,2,4,Dormant / Churned
134916,28,3,1704.59,2,2,2,6,Casual / New
134917,7,3,1178.2599999999998,2,2,1,5,Casual / New
134918,7,2,3273.7799999999997,2,1,2,5,Casual / New
134919,9,3,3427.69,2,2,2,6,Casual / New
134921,0,9,3555.53,4,3,2,9,Regular Users
134923,42,1,2630.65,1,1,2,4,Dormant / Churned
134926,1,15,5183.42,4,3,3,10,Power Users
134927,40,1,930.76,1,1,1,3,Dormant / Churned
134928,0,23,17548.260000000002,4,3,4,11,Power Users
134929,13,4,3714.83,2,2,2,6,Casual / New
134930,5,11,4777.09,3,3,3,9,Power Users
134932,9,2,440.31,2,1,1,4,Casual / New
134934,15,3,1201.9299999999998,2,2,1,5,Casual / New
134937,1,13,9690.45,4,3,3,10,Power Users
134939,10,9,3563.5099999999998,2,3,2,7,"At-Risk (was frequent, going quiet)"
134940,4,2,1015.9200000000001,3,1,1,5,Casual / New
134943,0,9,5886.01,4,3,3,10,Power Users
134944,6,12,4275.35,3,3,2,8,Regular Users
134945,0,3,2271.69,4,2,2,8,Regular Users
134946,3,15,9879.82,3,3,3,9,Power Users
134947,5,32,15809.53,3,4,4,11,Power Users
134955,15,1,593.0,2,1,1,4,Casual / New
134957,1,37,20051.010000000002,4,4,4,12,Power Users
134959,5,4,1262.89,3,2,1,6,Regular Users
134960,21,10,5107.05,2,3,3,8,"At-Risk (was frequent, going quiet)"
134961,0,16,9576.08,4,3,3,10,Power Users
134965,20,2,322.1,2,1,1,4,Casual / New
134967,40,1,395.01,1,1,1,3,Dormant / Churned
134968,6,13,7091.39,3,3,3,9,Power Users
134970,1,6,4806.32,4,2,3,9,Regular Users
134971,24,2,508.44,2,1,1,4,Casual / New
134972,34,1,186.42,1,1,1,3,Dormant / Churned
134974,23,4,5122.469999999999,2,2,3,7,Casual / New
134975,2,16,14808.970000000001,3,3,4,10,Power Users
134978,1,3,1218.01,4,2,1,7,Regular Users
134979,7,4,1750.1799999999998,2,2,2,6,Casual / New
134982,7,15,7068.57,2,3,3,8,"At-Risk (was frequent, going quiet)"
134985,8,10,8924.29,2,3,3,8,"At-Risk (was frequent, going quiet)"
134987,0,34,16223.11,4,4,4,12,Power Users
134989,2,26,10831.35,3,4,3,10,Power Users
134990,21,13,7997.4,2,3,3,8,"At-Risk (was frequent, going quiet)"
134991,5,15,6569.11,3,3,3,9,Power Users
134995,12,4,2378.1099999999997,2,2,2,6,Casual / New
134996,38,1,606.59,1,1,1,3,Dormant / Churned
134997,39,1,478.77,1,1,1,3,Dormant / Churned
134998,0,11,4625.22,4,3,3,10,Power Users
134999,3,9,5554.97,3,3,3,9,Power Users
135000,4,10,3846.76,3,3,2,8,Regular Users
135004,3,15,9364.06,3,3,3,9,Power Users
135005,5,11,11031.93,3,3,3,9,Power Users
135006,1,22,11643.82,4,3,3,10,Power Users
135007,5,4,3319.72,3,2,2,7,Regular Users
135011,0,4,2664.44,4,2,2,8,Regular Users
135014,14,4,1876.3500000000001,2,2,2,6,Casual / New
135018,4,3,1341.9,3,2,2,7,Regular Users
135020,0,13,5565.219999999999,4,3,3,10,Power Users
135026,24,1,668.04,2,1,1,4,Casual / New
135027,5,11,4056.3599999999997,3,3,2,8,Regular Users
135028,2,14,6768.21,3,3,3,9,Power Users
135029,7,5,2490.25,2,2,2,6,Casual / New
135030,24,1,716.3,2,1,1,4,Casual / New
135031,7,3,1018.7099999999999,2,2,1,5,Casual / New
135032,40,1,221.52,1,1,1,3,Dormant / Churned
135037,25,1,71.1,2,1,1,4,Casual / New
135041,34,4,5868.25,1,2,3,6,Dormant / Churned
135046,27,1,227.64,2,1,1,4,Casual / New
135048,4,5,2577.74,3,2,2,7,Regular Users
135049,0,11,5584.91,4,3,3,10,Power Users
135052,12,18,7343.6,2,3,3,8,"At-Risk (was frequent, going quiet)"
135054,0,33,17087.87,4,4,4,12,Power Users
135055,26,1,89.44,2,1,1,4,Casual / New
135057,16,1,121.87,2,1,1,4,Casual / New
135064,1,27,18690.84,4,4,4,12,Power Users
135065,36,1,431.03,1,1,1,3,Dormant / Churned
135067,14,2,1029.98,2,1,1,4,Casual / New
135069,0,8,3524.08,4,3,2,9,Regular Users
135070,13,4,4822.51,2,2,3,7,Casual / New
135071,25,12,8393.67,2,3,3,8,"At-Risk (was frequent, going quiet)"
135072,0,6,1719.18,4,2,2,8,Regular Users
135073,25,3,1706.18,2,2,2,6,Casual / New
135075,13,4,1118.94,2,2,1,5,Casual / New
135076,0,8,4211.83,4,3,2,9,Regular Users
135078,2,34,15259.9,3,4,4,11,Power Users
135080,0,17,17374.74,4,3,4,11,Power Users
135081,1,13,11765.84,4,3,3,10,Power Users
135082,22,2,2439.3999999999996,2,1,2,5,Casual / New
135084,0,9,4550.4800000000005,4,3,3,10,Power Users
135085,34,1,201.97,1,1,1,3,Dormant / Churned
135086,2,17,8646.720000000001,3,3,3,9,Power Users
135087,23,2,388.65999999999997,2,1,1,4,Casual / New
135090,17,5,2589.19,2,2,2,6,Casual / New
135091,1,27,11027.43,4,4,3,11,Power Users
135092,40,1,243.54,1,1,1,3,Dormant / Churned
135100,0,6,7893.26,4,2,3,9,Regular Users
135101,39,1,546.98,1,1,1,3,Dormant / Churned
135103,11,3,1663.99,2,2,2,6,Casual / New
135104,15,2,415.82,2,1,1,4,Casual / New
135112,1,12,4000.73,4,3,2,9,Regular Users
135114,0,30,11069.75,4,4,3,11,Power Users
135115,27,2,448.1,2,1,1,4,Casual / New
